ra dec j_m j_cmsig j_msigcom j_snr h_m h_cmsig h_msigcom h_snr k_m k_cmsig k_msigcom k_snr rd_flg dist angle j_h h_k j_k
75.929712 25.220819 16.054 0.081 0.082 14.2 15.076 0.081 0.082 14.9 14.605 0.075 14.9 AAA 222 441.190878 296.816604 0.9780 0.4710 1.4490
76.279282 25.218948 12.81 0.019 0.022 280.8 12.277 0.028 0.030 177.1 12.086 0.019 162.9 AAA 222 769.29516 75.489147 0.5330 0.1910 0.7240
75.823525 25.215946 16.036 0.076 0.077 14.4 15.219 0.087 0.088 13.1 15.148 0.114 9.1 AAB 222 761.654295 283.820235 0.8170 0.0710 0.8880
76.233792 25.217876 16.542 0.126 0.127 9.0 15.556 0.128 0.128 8.6 15.258 0.120 8.8 BBB 222 625.727284 72.450875 0.9860 0.2980 1.2840
75.844684 25.211653 14.918 0.033 0.035 40.3 14.191 0.040 0.041 33.7 13.892 0.039 28.8 AAA 222 691.041618 283.931439 0.7270 0.2990 1.0260
76.019391 25.216406 18.676 null null null 16.536 0.278 0.278 4.0 15.124 0.124 9.3 UDB 22 209.33739 330.940653 - 1.4120 -
76.251091 25.216961 15.774 0.067 0.068 18.3 14.783 0.068 0.069 17.6 14.588 0.084 16.3 AAA 222 678.778111 74.143865 0.9910 0.1950 1.1860
76.228332 25.214573 14.07 0.025 0.027 91.1 13.206 0.034 0.035 75.2 12.83 0.027 82.1 AAA 222 605.224458 73.019177 0.8640 0.3760 1.2400
75.929712 25.220819 16.054 0.081 0.082 14.2 15.076 0.081 0.082 14.9 14.605 0.075 14.9 AAA 222 441.190878 296.816604 0.9780 0.4710 1.4490
76.228332 25.214573 14.07 0.025 0.027 91.1 13.206 0.034 0.035 75.2 12.83 0.027 82.1 AAA 222 605.224458 73.019177 0.8640 0.3760 1.2400
76.279282 25.218948 12.81 0.019 0.022 280.8 12.277 0.028 0.030 177.1 12.086 0.019 162.9 AAA 222 769.29516 75.489147 0.5330 0.1910 0.7240
76.23732 25.222345 16.089 0.076 0.077 13.7 15.422 0.149 0.149 9.8 15.079 0.105 10.3 ABA 222 641.627648 71.388458 0.6670 0.3430 1.0100
76.118264 25.211554 16.815 null null null 15.932 0.188 0.188 6.1 14.566 0.064 16.6 UCA 22 275.62012 53.080798 - 1.3660 -
76.200194 25.216871 17.267 0.208 0.208 4.8 16.394 0.244 0.245 4.0 16.102 0.274 4.0 DDD 222 521.097843 69.214968 0.8730 0.2920 1.1650
76.200194 25.216871 17.267 0.208 0.208 4.8 16.394 0.244 0.245 4.0 16.102 0.274 4.0 DDD 222 521.097843 69.214968 0.8730 0.2920 1.1650
75.823525 25.215946 16.036 0.076 0.077 14.4 15.219 0.087 0.088 13.1 15.148 0.114 9.1 AAB 222 761.654295 283.820235 0.8170 0.0710 0.8880
75.844684 25.211653 14.918 0.033 0.035 40.3 14.191 0.040 0.041 33.7 13.892 0.039 28.8 AAA 222 691.041618 283.931439 0.7270 0.2990 1.0260
75.823525 25.215946 16.036 0.076 0.077 14.4 15.219 0.087 0.088 13.1 15.148 0.114 9.1 AAB 222 761.654295 283.820235 0.8170 0.0710 0.8880
75.981825 25.209351 17.462 0.264 0.264 3.9 15.666 0.113 0.114 9.0 15.286 0.143 8.0 DBB 222 273.93923 305.129743 1.7960 0.3800 2.1760
76.23732 25.222345 16.089 0.076 0.077 13.7 15.422 0.149 0.149 9.8 15.079 0.105 10.3 ABA 222 641.627648 71.388458 0.6670 0.3430 1.0100
76.139831 25.223204 11.979 0.025 0.027 624.9 10.911 0.030 0.031 623.0 10.384 0.018 781.3 AAA 222 357.079148 54.46338 1.0680 0.5270 1.5950
76.0973 25.228622 16.135 0.071 0.072 13.6 14.864 0.079 0.080 16.3 14.316 0.060 20.9 AAA 222 273.200265 33.817945 1.2710 0.5480 1.8190
75.974365 25.221788 17.236 0.223 0.224 4.8 16.012 0.154 0.155 6.5 15.825 0.220 4.9 DCD 222 320.364619 309.185988 1.2240 0.1870 1.4110
76.228332 25.214573 14.07 0.025 0.027 91.1 13.206 0.034 0.035 75.2 12.83 0.027 82.1 AAA 222 605.224458 73.019177 0.8640 0.3760 1.2400
76.120637 25.218737 16.871 0.162 0.162 6.9 15.943 0.174 0.174 6.0 15.064 0.105 10.5 CCA 222 297.756504 49.992385 0.9280 0.8790 1.8070
75.966138 25.218996 17.187 0.202 0.202 5.0 15.856 0.152 0.153 7.5 15.84 null null DBU 220 335.707343 304.964603 1.3310 - -
75.823525 25.215946 16.036 0.076 0.077 14.4 15.219 0.087 0.088 13.1 15.148 0.114 9.1 AAB 222 761.654295 283.820235 0.8170 0.0710 0.8880
75.944763 25.219042 16.55 0.115 0.115 9.0 15.309 0.089 0.089 12.0 14.892 0.103 11.5 BAA 222 394.883302 299.191866 1.2410 0.4170 1.6580
75.929712 25.220819 16.054 0.081 0.082 14.2 15.076 0.081 0.082 14.9 14.605 0.075 14.9 AAA 222 441.190878 296.816604 0.9780 0.4710 1.4490
75.970914 25.221706 16.535 0.112 0.112 9.1 15.491 0.116 0.117 10.5 15.492 0.165 6.6 BBC 222 328.975403 307.910086 1.0440 -0.0010 1.0430
76.27018 25.225672 16.514 0.136 0.136 9.3 15.251 0.103 0.103 11.4 15.222 0.121 9.1 BAB 222 747.247457 73.125017 1.2630 0.0290 1.2920
76.208686 25.219316 15.626 0.055 0.056 21.7 14.602 0.055 0.056 20.8 14.18 0.049 23.7 AAA 222 550.082868 69.37666 1.0240 0.4220 1.4460
76.200194 25.216871 17.267 0.208 0.208 4.8 16.394 0.244 0.245 4.0 16.102 0.274 4.0 DDD 222 521.097843 69.214968 0.8730 0.2920 1.1650
75.873848 25.222345 15.816 0.083 0.084 17.6 15.165 0.083 0.084 13.7 14.955 0.104 10.8 AAA 222 610.996376 289.577324 0.6510 0.2100 0.8610
76.157913 25.219177 15.897 0.070 0.071 16.9 14.696 0.062 0.062 19.1 14.005 0.046 27.8 AAA 222 399.266008 61.078653 1.2010 0.6910 1.8920
75.974365 25.221788 17.236 0.223 0.224 4.8 16.012 0.154 0.155 6.5 15.825 0.220 4.9 DCD 222 320.364619 309.185988 1.2240 0.1870 1.4110
76.208686 25.219316 15.626 0.055 0.056 21.7 14.602 0.055 0.056 20.8 14.18 0.049 23.7 AAA 222 550.082868 69.37666 1.0240 0.4220 1.4460
76.259257 25.219067 16.988 0.193 0.193 6.0 16.264 0.261 0.261 4.5 15.862 0.222 5.0 CDD 222 706.433365 74.138304 0.7240 0.4020 1.1260
75.806416 25.226599 15.188 0.045 0.046 31.4 14.507 0.049 0.050 25.2 14.13 0.051 23.1 AAA 222 825.231277 285.489634 0.6810 0.3770 1.0580
76.120637 25.218737 16.871 0.162 0.162 6.9 15.943 0.174 0.174 6.0 15.064 0.105 10.5 CCA 222 297.756504 49.992385 0.9280 0.8790 1.8070
76.157101 25.224489 16.862 0.139 0.140 7.0 15.402 0.109 0.110 10.0 14.945 0.097 11.7 CBA 222 406.584777 58.538073 1.4600 0.4570 1.9170
76.139831 25.223204 11.979 0.025 0.027 624.9 10.911 0.030 0.031 623.0 10.384 0.018 781.3 AAA 222 357.079148 54.46338 1.0680 0.5270 1.5950
75.916859 25.220163 15.585 0.069 0.070 21.8 14.912 0.063 0.064 17.3 14.46 0.071 17.1 AAA 222 477.963212 294.303476 0.6730 0.4520 1.1250
75.849273 25.226395 15.854 0.072 0.073 17.0 14.98 0.083 0.084 16.3 14.713 0.100 13.5 AAA 222 691.428999 288.502675 0.8740 0.2670 1.1410
76.251091 25.216961 15.774 0.067 0.068 18.3 14.783 0.068 0.069 17.6 14.588 0.084 16.3 AAA 222 678.778111 74.143865 0.9910 0.1950 1.1860
76.208686 25.219316 15.626 0.055 0.056 21.7 14.602 0.055 0.056 20.8 14.18 0.049 23.7 AAA 222 550.082868 69.37666 1.0240 0.4220 1.4460
76.175664 25.227816 14.116 0.025 0.027 87.3 12.78 0.028 0.029 111.4 12.285 0.018 135.7 AAA 222 464.908201 61.162372 1.3360 0.4950 1.8310
75.930349 25.225643 16.754 0.152 0.152 7.4 15.674 0.128 0.128 8.6 15.193 0.134 8.7 BBB 222 447.461427 298.922159 1.0800 0.4810 1.5610
76.18862 25.22411 11.898 0.023 0.026 673.3 10.644 0.028 0.029 796.7 10.143 0.018 975.5 AAA 222 496.498455 64.858705 1.2540 0.5010 1.7550
75.949382 25.220928 12.916 0.021 0.024 254.7 12.066 0.030 0.031 238.5 11.667 0.021 223.7 AAA 222 385.280056 301.163715 0.8500 0.3990 1.2490
76.063063 25.229462 14.8 0.028 0.030 44.9 13.262 0.033 0.034 82.1 12.615 0.017 93.4 AAA 222 233.525389 10.00076 1.5380 0.6470 2.1850
75.840101 25.226852 14.906 0.038 0.040 40.7 14.248 0.045 0.045 32.0 13.982 0.056 26.5 AAA 222 720.332339 287.876282 0.6580 0.2660 0.9240
76.208686 25.219316 15.626 0.055 0.056 21.7 14.602 0.055 0.056 20.8 14.18 0.049 23.7 AAA 222 550.082868 69.37666 1.0240 0.4220 1.4460
75.930349 25.225643 16.754 0.152 0.152 7.4 15.674 0.128 0.128 8.6 15.193 0.134 8.7 BBB 222 447.461427 298.922159 1.0800 0.4810 1.5610
76.126707 25.216906 13.508 0.026 0.029 152.8 12.056 0.030 0.031 217.0 11.455 0.022 291.4 AAA 222 309.181086 53.283995 1.4520 0.6010 2.0530
76.157101 25.224489 16.862 0.139 0.140 7.0 15.402 0.109 0.110 10.0 14.945 0.097 11.7 CBA 222 406.584777 58.538073 1.4600 0.4570 1.9170
76.157101 25.224489 16.862 0.139 0.140 7.0 15.402 0.109 0.110 10.0 14.945 0.097 11.7 CBA 222 406.584777 58.538073 1.4600 0.4570 1.9170
75.849273 25.226395 15.854 0.072 0.073 17.0 14.98 0.083 0.084 16.3 14.713 0.100 13.5 AAA 222 691.428999 288.502675 0.8740 0.2670 1.1410
75.970914 25.221706 16.535 0.112 0.112 9.1 15.491 0.116 0.117 10.5 15.492 0.165 6.6 BBC 222 328.975403 307.910086 1.0440 -0.0010 1.0430
75.873848 25.222345 15.816 0.083 0.084 17.6 15.165 0.083 0.084 13.7 14.955 0.104 10.8 AAA 222 610.996376 289.577324 0.6510 0.2100 0.8610
75.823525 25.215946 16.036 0.076 0.077 14.4 15.219 0.087 0.088 13.1 15.148 0.114 9.1 AAB 222 761.654295 283.820235 0.8170 0.0710 0.8880
75.849273 25.226395 15.854 0.072 0.073 17.0 14.98 0.083 0.084 16.3 14.713 0.100 13.5 AAA 222 691.428999 288.502675 0.8740 0.2670 1.1410
75.873848 25.222345 15.816 0.083 0.084 17.6 15.165 0.083 0.084 13.7 14.955 0.104 10.8 AAA 222 610.996376 289.577324 0.6510 0.2100 0.8610
76.23732 25.222345 16.089 0.076 0.077 13.7 15.422 0.149 0.149 9.8 15.079 0.105 10.3 ABA 222 641.627648 71.388458 0.6670 0.3430 1.0100
75.873848 25.222345 15.816 0.083 0.084 17.6 15.165 0.083 0.084 13.7 14.955 0.104 10.8 AAA 222 610.996376 289.577324 0.6510 0.2100 0.8610
75.873848 25.222345 15.816 0.083 0.084 17.6 15.165 0.083 0.084 13.7 14.955 0.104 10.8 AAA 222 610.996376 289.577324 0.6510 0.2100 0.8610
75.970914 25.221706 16.535 0.112 0.112 9.1 15.491 0.116 0.117 10.5 15.492 0.165 6.6 BBC 222 328.975403 307.910086 1.0440 -0.0010 1.0430
75.873848 25.222345 15.816 0.083 0.084 17.6 15.165 0.083 0.084 13.7 14.955 0.104 10.8 AAA 222 610.996376 289.577324 0.6510 0.2100 0.8610
75.970914 25.221706 16.535 0.112 0.112 9.1 15.491 0.116 0.117 10.5 15.492 0.165 6.6 BBC 222 328.975403 307.910086 1.0440 -0.0010 1.0430
75.898133 25.22389 13.414 0.021 0.024 161.0 12.808 0.031 0.032 120.4 12.505 0.021 103.4 AAA 222 539.232959 292.942537 0.6060 0.3030 0.9090
76.279282 25.218948 12.81 0.019 0.022 280.8 12.277 0.028 0.030 177.1 12.086 0.019 162.9 AAA 222 769.29516 75.489147 0.5330 0.1910 0.7240
75.916859 25.220163 15.585 0.069 0.070 21.8 14.912 0.063 0.064 17.3 14.46 0.071 17.1 AAA 222 477.963212 294.303476 0.6730 0.4520 1.1250
75.930349 25.225643 16.754 0.152 0.152 7.4 15.674 0.128 0.128 8.6 15.193 0.134 8.7 BBB 222 447.461427 298.922159 1.0800 0.4810 1.5610
76.279282 25.218948 12.81 0.019 0.022 280.8 12.277 0.028 0.030 177.1 12.086 0.019 162.9 AAA 222 769.29516 75.489147 0.5330 0.1910 0.7240
75.916859 25.220163 15.585 0.069 0.070 21.8 14.912 0.063 0.064 17.3 14.46 0.071 17.1 AAA 222 477.963212 294.303476 0.6730 0.4520 1.1250
75.930349 25.225643 16.754 0.152 0.152 7.4 15.674 0.128 0.128 8.6 15.193 0.134 8.7 BBB 222 447.461427 298.922159 1.0800 0.4810 1.5610
76.127138 25.227573 16.183 0.086 0.086 13.0 15.215 0.082 0.083 11.8 14.977 0.099 11.4 AAA 222 334.591213 48.147209 0.9680 0.2380 1.2060
75.840101 25.226852 14.906 0.038 0.040 40.7 14.248 0.045 0.045 32.0 13.982 0.056 26.5 AAA 222 720.332339 287.876282 0.6580 0.2660 0.9240
76.254775 25.225035 13.937 0.029 0.031 99.5 13.382 0.037 0.038 64.0 13.112 0.023 63.3 AAA 222 698.661341 72.116896 0.5550 0.2700 0.8250
76.254775 25.225035 13.937 0.029 0.031 99.5 13.382 0.037 0.038 64.0 13.112 0.023 63.3 AAA 222 698.661341 72.116896 0.5550 0.2700 0.8250
75.970914 25.221706 16.535 0.112 0.112 9.1 15.491 0.116 0.117 10.5 15.492 0.165 6.6 BBC 222 328.975403 307.910086 1.0440 -0.0010 1.0430
75.878942 25.224426 15.165 0.041 0.043 32.1 14.559 0.061 0.061 24.0 14.352 0.057 18.9 AAA 222 597.992267 290.784708 0.6060 0.2070 0.8130
76.127138 25.227573 16.183 0.086 0.086 13.0 15.215 0.082 0.083 11.8 14.977 0.099 11.4 AAA 222 334.591213 48.147209 0.9680 0.2380 1.2060
75.840101 25.226852 14.906 0.038 0.040 40.7 14.248 0.045 0.045 32.0 13.982 0.056 26.5 AAA 222 720.332339 287.876282 0.6580 0.2660 0.9240
75.930349 25.225643 16.754 0.152 0.152 7.4 15.674 0.128 0.128 8.6 15.193 0.134 8.7 BBB 222 447.461427 298.922159 1.0800 0.4810 1.5610
76.139831 25.223204 11.979 0.025 0.027 624.9 10.911 0.030 0.031 623.0 10.384 0.018 781.3 AAA 222 357.079148 54.46338 1.0680 0.5270 1.5950
75.911708 25.233225 16.655 0.137 0.137 8.1 15.593 0.116 0.116 9.3 14.842 0.097 12.0 BBA 222 513.830283 298.319565 1.0620 0.7510 1.8130
76.254775 25.225035 13.937 0.029 0.031 99.5 13.382 0.037 0.038 64.0 13.112 0.023 63.3 AAA 222 698.661341 72.116896 0.5550 0.2700 0.8250
75.878942 25.224426 15.165 0.041 0.043 32.1 14.559 0.061 0.061 24.0 14.352 0.057 18.9 AAA 222 597.992267 290.784708 0.6060 0.2070 0.8130
76.031204 25.224024 18.722 null null null 16.93 null null null 15.407 0.141 7.1 UUB 2 219.689937 343.280943 - - -
76.233792 25.217876 16.542 0.126 0.127 9.0 15.556 0.128 0.128 8.6 15.258 0.120 8.8 BBB 222 625.727284 72.450875 0.9860 0.2980 1.2840
76.23732 25.222345 16.089 0.076 0.077 13.7 15.422 0.149 0.149 9.8 15.079 0.105 10.3 ABA 222 641.627648 71.388458 0.6670 0.3430 1.0100
76.160448 25.226206 18.806 null null null 16.144 0.198 0.198 5.0 15.429 0.142 7.5 UCB 22 419.109177 58.593659 - 0.7150 -
75.898133 25.22389 13.414 0.021 0.024 161.0 12.808 0.031 0.032 120.4 12.505 0.021 103.4 AAA 222 539.232959 292.942537 0.6060 0.3030 0.9090
76.127138 25.227573 16.183 0.086 0.086 13.0 15.215 0.082 0.083 11.8 14.977 0.099 11.4 AAA 222 334.591213 48.147209 0.9680 0.2380 1.2060
76.120637 25.218737 16.871 0.162 0.162 6.9 15.943 0.174 0.174 6.0 15.064 0.105 10.5 CCA 222 297.756504 49.992385 0.9280 0.8790 1.8070
76.127138 25.227573 16.183 0.086 0.086 13.0 15.215 0.082 0.083 11.8 14.977 0.099 11.4 AAA 222 334.591213 48.147209 0.9680 0.2380 1.2060
76.18862 25.22411 11.898 0.023 0.026 673.3 10.644 0.028 0.029 796.7 10.143 0.018 975.5 AAA 222 496.498455 64.858705 1.2540 0.5010 1.7550
76.254775 25.225035 13.937 0.029 0.031 99.5 13.382 0.037 0.038 64.0 13.112 0.023 63.3 AAA 222 698.661341 72.116896 0.5550 0.2700 0.8250
76.090393 25.231155 15.844 0.063 0.064 17.2 14.618 0.052 0.053 23.5 14.053 0.046 24.8 AAA 222 269.300214 28.755998 1.2260 0.5650 1.7910
75.916859 25.220163 15.585 0.069 0.070 21.8 14.912 0.063 0.064 17.3 14.46 0.071 17.1 AAA 222 477.963212 294.303476 0.6730 0.4520 1.1250
76.27018 25.225672 16.514 0.136 0.136 9.3 15.251 0.103 0.103 11.4 15.222 0.121 9.1 BAB 222 747.247457 73.125017 1.2630 0.0290 1.2920
75.930349 25.225643 16.754 0.152 0.152 7.4 15.674 0.128 0.128 8.6 15.193 0.134 8.7 BBB 222 447.461427 298.922159 1.0800 0.4810 1.5610
76.18862 25.22411 11.898 0.023 0.026 673.3 10.644 0.028 0.029 796.7 10.143 0.018 975.5 AAA 222 496.498455 64.858705 1.2540 0.5010 1.7550
75.825215 25.229862 15.152 0.042 0.044 32.5 14.194 0.045 0.045 33.6 13.83 0.039 30.5 AAA 222 769.816579 287.542249 0.9580 0.3640 1.3220
75.840101 25.226852 14.906 0.038 0.040 40.7 14.248 0.045 0.045 32.0 13.982 0.056 26.5 AAA 222 720.332339 287.876282 0.6580 0.2660 0.9240
75.849273 25.226395 15.854 0.072 0.073 17.0 14.98 0.083 0.084 16.3 14.713 0.100 13.5 AAA 222 691.428999 288.502675 0.8740 0.2670 1.1410
76.242912 25.227648 14.224 0.034 0.036 76.3 13.43 0.040 0.040 61.2 13.161 0.035 60.5 AAA 222 665.076284 70.327633 0.7940 0.2690 1.0630
76.160448 25.226206 18.806 null null null 16.144 0.198 0.198 5.0 15.429 0.142 7.5 UCB 22 419.109177 58.593659 - 0.7150 -
76.175664 25.227816 14.116 0.025 0.027 87.3 12.78 0.028 0.029 111.4 12.285 0.018 135.7 AAA 222 464.908201 61.162372 1.3360 0.4950 1.8310
75.825215 25.229862 15.152 0.042 0.044 32.5 14.194 0.045 0.045 33.6 13.83 0.039 30.5 AAA 222 769.816579 287.542249 0.9580 0.3640 1.3220
76.107633 25.228914 17.008 0.167 0.168 6.1 15.576 0.139 0.139 8.5 15.179 0.114 9.4 CBB 222 294.088444 39.156977 1.4320 0.3970 1.8290
75.974365 25.221788 17.236 0.223 0.224 4.8 16.012 0.154 0.155 6.5 15.825 0.220 4.9 DCD 222 320.364619 309.185988 1.2240 0.1870 1.4110
75.825215 25.229862 15.152 0.042 0.044 32.5 14.194 0.045 0.045 33.6 13.83 0.039 30.5 AAA 222 769.816579 287.542249 0.9580 0.3640 1.3220
76.27018 25.225672 16.514 0.136 0.136 9.3 15.251 0.103 0.103 11.4 15.222 0.121 9.1 BAB 222 747.247457 73.125017 1.2630 0.0290 1.2920
75.849273 25.226395 15.854 0.072 0.073 17.0 14.98 0.083 0.084 16.3 14.713 0.100 13.5 AAA 222 691.428999 288.502675 0.8740 0.2670 1.1410
76.273194 25.229103 15.363 0.050 0.052 26.7 14.906 0.081 0.082 15.7 14.656 0.072 15.3 AAA 222 760.264229 72.447354 0.4570 0.2500 0.7070
75.885867 25.232117 15.658 0.062 0.063 20.4 14.556 0.048 0.049 24.1 14.322 0.065 19.4 AAA 222 587.667763 294.089192 1.1020 0.2340 1.3360
76.18292 25.227224 16.6 0.110 0.111 8.9 15.306 0.103 0.104 10.9 14.796 0.079 13.4 BAA 222 484.773735 62.728079 1.2940 0.5100 1.8040
76.23732 25.222345 16.089 0.076 0.077 13.7 15.422 0.149 0.149 9.8 15.079 0.105 10.3 ABA 222 641.627648 71.388458 0.6670 0.3430 1.0100
75.825215 25.229862 15.152 0.042 0.044 32.5 14.194 0.045 0.045 33.6 13.83 0.039 30.5 AAA 222 769.816579 287.542249 0.9580 0.3640 1.3220
75.934302 25.23023 17.211 0.202 0.202 4.9 16.292 0.210 0.210 4.9 15.601 0.171 6.0 DDC 222 444.642544 301.587471 0.9190 0.6910 1.6100
76.261314 25.228161 14.471 0.032 0.034 60.8 13.829 0.041 0.042 42.4 13.645 0.048 38.8 AAA 222 722.389297 71.783206 0.6420 0.1840 0.8260
75.849273 25.226395 15.854 0.072 0.073 17.0 14.98 0.083 0.084 16.3 14.713 0.100 13.5 AAA 222 691.428999 288.502675 0.8740 0.2670 1.1410
76.127138 25.227573 16.183 0.086 0.086 13.0 15.215 0.082 0.083 11.8 14.977 0.099 11.4 AAA 222 334.591213 48.147209 0.9680 0.2380 1.2060
75.911708 25.233225 16.655 0.137 0.137 8.1 15.593 0.116 0.116 9.3 14.842 0.097 12.0 BBA 222 513.830283 298.319565 1.0620 0.7510 1.8130
76.242912 25.227648 14.224 0.034 0.036 76.3 13.43 0.040 0.040 61.2 13.161 0.035 60.5 AAA 222 665.076284 70.327633 0.7940 0.2690 1.0630
76.127138 25.227573 16.183 0.086 0.086 13.0 15.215 0.082 0.083 11.8 14.977 0.099 11.4 AAA 222 334.591213 48.147209 0.9680 0.2380 1.2060
76.27018 25.225672 16.514 0.136 0.136 9.3 15.251 0.103 0.103 11.4 15.222 0.121 9.1 BAB 222 747.247457 73.125017 1.2630 0.0290 1.2920
75.825215 25.229862 15.152 0.042 0.044 32.5 14.194 0.045 0.045 33.6 13.83 0.039 30.5 AAA 222 769.816579 287.542249 0.9580 0.3640 1.3220
76.23732 25.222345 16.089 0.076 0.077 13.7 15.422 0.149 0.149 9.8 15.079 0.105 10.3 ABA 222 641.627648 71.388458 0.6670 0.3430 1.0100
75.885867 25.232117 15.658 0.062 0.063 20.4 14.556 0.048 0.049 24.1 14.322 0.065 19.4 AAA 222 587.667763 294.089192 1.1020 0.2340 1.3360
75.898133 25.22389 13.414 0.021 0.024 161.0 12.808 0.031 0.032 120.4 12.505 0.021 103.4 AAA 222 539.232959 292.942537 0.6060 0.3030 0.9090
76.092519 25.232397 16.669 0.147 0.147 8.0 15.627 0.132 0.132 9.3 15.016 0.103 10.2 BBA 222 276.579629 29.56733 1.0420 0.6110 1.6530
76.062805 25.232729 15.842 0.060 0.062 17.2 14.927 0.068 0.069 17.7 14.339 0.061 19.1 AAA 222 244.978535 9.329288 0.9150 0.5880 1.5030
75.898133 25.22389 13.414 0.021 0.024 161.0 12.808 0.031 0.032 120.4 12.505 0.021 103.4 AAA 222 539.232959 292.942537 0.6060 0.3030 0.9090
75.949382 25.220928 12.916 0.021 0.024 254.7 12.066 0.030 0.031 238.5 11.667 0.021 223.7 AAA 222 385.280056 301.163715 0.8500 0.3990 1.2490
76.27018 25.225672 16.514 0.136 0.136 9.3 15.251 0.103 0.103 11.4 15.222 0.121 9.1 BAB 222 747.247457 73.125017 1.2630 0.0290 1.2920
76.062805 25.232729 15.842 0.060 0.062 17.2 14.927 0.068 0.069 17.7 14.339 0.061 19.1 AAA 222 244.978535 9.329288 0.9150 0.5880 1.5030
76.27018 25.225672 16.514 0.136 0.136 9.3 15.251 0.103 0.103 11.4 15.222 0.121 9.1 BAB 222 747.247457 73.125017 1.2630 0.0290 1.2920
76.107633 25.228914 17.008 0.167 0.168 6.1 15.576 0.139 0.139 8.5 15.179 0.114 9.4 CBB 222 294.088444 39.156977 1.4320 0.3970 1.8290
75.87152 25.233383 15.558 0.060 0.062 22.4 14.869 0.074 0.074 18.0 14.677 0.072 14.0 AAA 222 632.373566 292.74341 0.6890 0.1920 0.8810
76.107633 25.228914 17.008 0.167 0.168 6.1 15.576 0.139 0.139 8.5 15.179 0.114 9.4 CBB 222 294.088444 39.156977 1.4320 0.3970 1.8290
76.14442 25.229523 16.712 0.134 0.135 8.0 15.533 0.109 0.110 8.8 14.897 0.092 12.2 BBA 222 382.58228 52.989222 1.1790 0.6360 1.8150
76.062805 25.232729 15.842 0.060 0.062 17.2 14.927 0.068 0.069 17.7 14.339 0.061 19.1 AAA 222 244.978535 9.329288 0.9150 0.5880 1.5030
75.943766 25.230995 13.902 0.026 0.029 102.7 12.915 0.032 0.033 109.1 12.454 0.026 108.3 AAA 222 420.222012 304.106458 0.9870 0.4610 1.4480
75.943766 25.230995 13.902 0.026 0.029 102.7 12.915 0.032 0.033 109.1 12.454 0.026 108.3 AAA 222 420.222012 304.106458 0.9870 0.4610 1.4480
75.825215 25.229862 15.152 0.042 0.044 32.5 14.194 0.045 0.045 33.6 13.83 0.039 30.5 AAA 222 769.816579 287.542249 0.9580 0.3640 1.3220
76.204889 25.229591 17.268 0.206 0.206 4.8 16.001 0.178 0.178 5.7 15.953 0.222 4.6 DCD 222 552.868661 65.334004 1.2670 0.0480 1.3150
76.067301 25.229204 17.166 null null null 16.321 0.215 0.216 4.9 15.12 0.139 9.3 UDB 22 235.411035 13.349925 - 1.2010 -
75.943766 25.230995 13.902 0.026 0.029 102.7 12.915 0.032 0.033 109.1 12.454 0.026 108.3 AAA 222 420.222012 304.106458 0.9870 0.4610 1.4480
75.849273 25.226395 15.854 0.072 0.073 17.0 14.98 0.083 0.084 16.3 14.713 0.100 13.5 AAA 222 691.428999 288.502675 0.8740 0.2670 1.1410
75.816151 25.232969 15.149 0.041 0.043 32.6 14.578 0.062 0.062 23.6 14.333 0.067 19.2 AAA 222 801.331449 287.672532 0.5710 0.2450 0.8160
75.99348 25.238312 17.115 null null null 15.675 0.126 0.126 8.9 15.159 0.120 9.0 UBB 22 321.228147 324.610065 - 0.5160 -
75.930349 25.225643 16.754 0.152 0.152 7.4 15.674 0.128 0.128 8.6 15.193 0.134 8.7 BBB 222 447.461427 298.922159 1.0800 0.4810 1.5610
76.09107 25.234209 16.949 0.163 0.164 6.2 15.978 0.167 0.167 6.7 15.737 0.221 5.3 CCD 222 280.018514 28.068556 0.9710 0.2410 1.2120
76.067301 25.229204 17.166 null null null 16.321 0.215 0.216 4.9 15.12 0.139 9.3 UDB 22 235.411035 13.349925 - 1.2010 -
76.242912 25.227648 14.224 0.034 0.036 76.3 13.43 0.040 0.040 61.2 13.161 0.035 60.5 AAA 222 665.076284 70.327633 0.7940 0.2690 1.0630
75.91456 25.233549 14.628 0.028 0.030 52.6 13.808 0.032 0.033 47.9 13.483 0.035 42.0 AAA 222 506.23121 298.933572 0.8200 0.3250 1.1450
76.23732 25.222345 16.089 0.076 0.077 13.7 15.422 0.149 0.149 9.8 15.079 0.105 10.3 ABA 222 641.627648 71.388458 0.6670 0.3430 1.0100
76.21072 25.236744 16.691 0.124 0.124 8.2 15.714 0.152 0.153 7.5 15.645 0.178 6.1 BBC 222 581.060107 63.804504 0.9770 0.0690 1.0460
76.242912 25.227648 14.224 0.034 0.036 76.3 13.43 0.040 0.040 61.2 13.161 0.035 60.5 AAA 222 665.076284 70.327633 0.7940 0.2690 1.0630
76.273194 25.229103 15.363 0.050 0.052 26.7 14.906 0.081 0.082 15.7 14.656 0.072 15.3 AAA 222 760.264229 72.447354 0.4570 0.2500 0.7070
75.943766 25.230995 13.902 0.026 0.029 102.7 12.915 0.032 0.033 109.1 12.454 0.026 108.3 AAA 222 420.222012 304.106458 0.9870 0.4610 1.4480
75.964098 25.231871 15.639 0.052 0.054 20.7 14.312 0.057 0.058 31.2 13.75 0.038 32.8 AAA 222 369.278784 310.278109 1.3270 0.5620 1.8890
