ra dec j_m j_cmsig j_msigcom j_snr h_m h_cmsig h_msigcom h_snr k_m k_cmsig k_msigcom k_snr rd_flg dist angle j_h h_k j_k
76.061137 24.957565 16.828 0.138 0.139 6.9 15.985 0.160 0.160 6.7 16.133 0.280 3.7 CCD 222 749.640455 177.373028 0.8430 -0.1480 0.6950
75.989251 24.968327 15.903 0.083 0.084 16.3 15.143 0.080 0.081 14.5 14.915 0.089 11.2 AAA 222 737.761615 195.749203 0.7600 0.2280 0.9880
76.139361 24.96299 16.848 0.159 0.159 7.0 16.447 null null null 16.229 null null CUU 200 784.649923 158.336573 - - -
76.106404 24.964792 12.692 0.025 0.027 324.1 12.252 0.028 0.029 181.2 12.033 0.017 171.1 AAA 222 745.383243 165.859934 0.4400 0.2190 0.6590
75.919279 24.968605 15.885 0.062 0.063 16.5 15.3 0.096 0.097 12.1 15.034 0.113 10.1 AAB 222 828.398264 211.157334 0.5850 0.2660 0.8510
76.242544 24.97237 16.472 0.125 0.126 9.6 15.904 0.172 0.172 6.3 15.536 0.174 6.8 BCC 222 935.689049 137.977901 0.5680 0.3680 0.9360
76.082569 24.965258 16.582 0.123 0.123 8.7 15.287 null null null 16.143 0.298 3.6 BUD 202 728.650684 171.770136 - - 0.4390
75.900131 24.966639 16.205 0.083 0.084 12.3 15.613 0.132 0.132 9.1 15.6 0.174 6.0 ABC 222 868.167733 214.449367 0.5920 0.0130 0.6050
76.028601 24.970989 16.777 0.142 0.143 7.3 16.464 0.251 0.251 4.3 16.063 0.261 3.9 BDD 222 704.19436 185.854204 0.3130 0.4010 0.7140
76.092325 24.964661 17.095 0.184 0.185 5.6 15.821 0.159 0.159 6.8 15.969 0.226 4.6 CCD 222 735.988871 169.34003 1.2740 -0.1480 1.1260
76.167133 24.970448 14.561 0.034 0.036 58.0 13.871 0.041 0.042 40.8 13.643 0.038 38.8 AAA 222 798.65401 151.566278 0.6900 0.2280 0.9180
75.9511 24.976147 16.088 0.071 0.072 13.7 15.534 0.109 0.109 9.8 15.387 0.136 7.3 ABB 222 755.220421 205.466792 0.5540 0.1470 0.7010
75.9511 24.976147 16.088 0.071 0.072 13.7 15.534 0.109 0.109 9.8 15.387 0.136 7.3 ABB 222 755.220421 205.466792 0.5540 0.1470 0.7010
76.070005 24.96244 14.707 0.072 0.073 48.9 13.854 0.060 0.061 47.6 13.526 0.047 40.4 AAA 222 734.033885 175.052933 0.8530 0.3280 1.1810
76.106404 24.964792 12.692 0.025 0.027 324.1 12.252 0.028 0.029 181.2 12.033 0.017 171.1 AAA 222 745.383243 165.859934 0.4400 0.2190 0.6590
76.070005 24.96244 14.707 0.072 0.073 48.9 13.854 0.060 0.061 47.6 13.526 0.047 40.4 AAA 222 734.033885 175.052933 0.8530 0.3280 1.1810
76.224593 24.973221 16.673 0.114 0.115 8.3 16.158 0.216 0.216 5.0 15.62 null null BDU 220 895.217197 140.636547 0.5150 - -
75.897612 24.969635 15.419 0.040 0.041 25.4 15.057 0.068 0.069 15.2 14.814 0.088 12.3 AAA 222 864.005511 215.303233 0.3620 0.2430 0.6050
75.878065 24.973419 16.693 0.159 0.160 7.9 15.71 0.153 0.154 8.3 15.704 0.194 5.4 CBC 222 891.699504 219.159083 0.9830 0.0060 0.9890
76.213292 24.969906 16.698 0.138 0.139 8.1 15.85 0.150 0.150 6.6 15.685 0.184 5.9 BCC 222 881.837069 142.982759 0.8480 0.1650 1.0130
75.980428 24.964289 13.15 0.025 0.027 205.3 12.509 0.032 0.033 164.2 12.315 0.018 123.2 AAA 222 759.928923 197.542324 0.6410 0.1940 0.8350
76.111153 24.969618 16.376 0.099 0.099 10.9 15.582 0.132 0.132 8.4 15.482 null null ABU 220 732.567417 164.35278 0.7940 - -
76.167133 24.970448 14.561 0.034 0.036 58.0 13.871 0.041 0.042 40.8 13.643 0.038 38.8 AAA 222 798.65401 151.566278 0.6900 0.2280 0.9180
76.011483 24.973248 15.613 0.080 0.081 21.2 14.875 0.063 0.063 18.6 14.49 0.070 16.6 AAA 222 704.05236 190.449074 0.7380 0.3850 1.1230
75.995186 24.967672 16.529 0.201 0.201 9.1 15.644 null null null 14.484 null null CUU 200 735.035081 194.245893 - - -
76.198992 24.974192 16.604 0.113 0.114 8.8 15.901 0.173 0.173 6.3 15.489 0.158 7.1 BCC 222 841.919478 144.889896 0.7030 0.4120 1.1150
76.011483 24.973248 15.613 0.080 0.081 21.2 14.875 0.063 0.063 18.6 14.49 0.070 16.6 AAA 222 704.05236 190.449074 0.7380 0.3850 1.1230
75.942862 24.973972 15.123 0.051 0.052 33.4 14.688 0.076 0.076 21.3 14.491 0.064 16.6 AAA 222 774.115929 207.015289 0.4350 0.1970 0.6320
76.028601 24.970989 16.777 0.142 0.143 7.3 16.464 0.251 0.251 4.3 16.063 0.261 3.9 BDD 222 704.19436 185.854204 0.3130 0.4010 0.7140
76.082569 24.965258 16.582 0.123 0.123 8.7 15.287 null null null 16.143 0.298 3.6 BUD 202 728.650684 171.770136 - - 0.4390
76.121774 24.973375 16.208 0.087 0.087 12.7 15.19 0.091 0.091 12.1 14.859 0.078 12.7 AAA 222 729.813708 161.444957 1.0180 0.3310 1.3490
76.028601 24.970989 16.777 0.142 0.143 7.3 16.464 0.251 0.251 4.3 16.063 0.261 3.9 BDD 222 704.19436 185.854204 0.3130 0.4010 0.7140
76.121774 24.973375 16.208 0.087 0.087 12.7 15.19 0.091 0.091 12.1 14.859 0.078 12.7 AAA 222 729.813708 161.444957 1.0180 0.3310 1.3490
76.028601 24.970989 16.777 0.142 0.143 7.3 16.464 0.251 0.251 4.3 16.063 0.261 3.9 BDD 222 704.19436 185.854204 0.3130 0.4010 0.7140
76.011483 24.973248 15.613 0.080 0.081 21.2 14.875 0.063 0.063 18.6 14.49 0.070 16.6 AAA 222 704.05236 190.449074 0.7380 0.3850 1.1230
76.045651 24.973232 16.428 0.188 0.188 10.0 15.241 null null null 14.982 null null CUU 200 692.641588 181.338817 - - -
75.868732 24.970657 12.28 0.021 0.024 457.5 11.661 0.033 0.034 346.4 11.425 0.024 279.5 AAA 222 918.784292 220.242553 0.6190 0.2360 0.8550
76.135327 24.971081 10.647 0.023 0.026 2131.2 9.78 0.030 0.031 1765.7 9.546 0.017 1690.5 AAA 222 752.722096 158.451004 0.8670 0.2340 1.1010
75.905938 24.976238 15.436 0.040 0.041 25.0 14.752 0.072 0.072 20.1 14.593 0.069 15.1 AAA 222 828.956298 214.717376 0.6840 0.1590 0.8430
76.153647 24.968996 13.48 0.025 0.027 156.8 12.976 0.031 0.032 93.0 12.797 0.026 84.7 AAA 222 783.41263 154.581227 0.5040 0.1790 0.6830
76.242544 24.97237 16.472 0.125 0.126 9.6 15.904 0.172 0.172 6.3 15.536 0.174 6.8 BCC 222 935.689049 137.977901 0.5680 0.3680 0.9360
75.888585 24.972099 16.075 0.164 0.165 13.9 15.478 null null null 14.859 null null CUU 200 874.244174 217.215953 - - -
76.162996 24.975801 15.403 0.055 0.056 26.7 14.777 0.059 0.059 17.7 14.536 0.077 17.1 AAA 222 775.286641 151.767021 0.6260 0.2410 0.8670
76.070546 24.972115 16.321 0.470 0.470 11.1 13.81 null null null 15.178 0.477 8.8 DUD 202 699.501378 174.663239 - - 1.1430
76.025259 24.977205 16.256 0.079 0.080 11.8 15.704 0.110 0.110 8.7 15.36 0.140 7.5 ABB 222 683.16973 186.955299 0.5520 0.3440 0.8960
76.011483 24.973248 15.613 0.080 0.081 21.2 14.875 0.063 0.063 18.6 14.49 0.070 16.6 AAA 222 704.05236 190.449074 0.7380 0.3850 1.1230
76.028601 24.970989 16.777 0.142 0.143 7.3 16.464 0.251 0.251 4.3 16.063 0.261 3.9 BDD 222 704.19436 185.854204 0.3130 0.4010 0.7140
76.083146 24.96944 15.386 0.080 0.081 26.2 14.566 0.083 0.083 24.7 14.527 0.088 16.1 AAA 222 714.030411 171.447937 0.8200 0.0390 0.8590
76.135327 24.971081 10.647 0.023 0.026 2131.2 9.78 0.030 0.031 1765.7 9.546 0.017 1690.5 AAA 222 752.722096 158.451004 0.8670 0.2340 1.1010
76.224593 24.973221 16.673 0.114 0.115 8.3 16.158 0.216 0.216 5.0 15.62 null null BDU 220 895.217197 140.636547 0.5150 - -
76.025259 24.977205 16.256 0.079 0.080 11.8 15.704 0.110 0.110 8.7 15.36 0.140 7.5 ABB 222 683.16973 186.955299 0.5520 0.3440 0.8960
76.135327 24.971081 10.647 0.023 0.026 2131.2 9.78 0.030 0.031 1765.7 9.546 0.017 1690.5 AAA 222 752.722096 158.451004 0.8670 0.2340 1.1010
76.242544 24.97237 16.472 0.125 0.126 9.6 15.904 0.172 0.172 6.3 15.536 0.174 6.8 BCC 222 935.689049 137.977901 0.5680 0.3680 0.9360
76.121774 24.973375 16.208 0.087 0.087 12.7 15.19 0.091 0.091 12.1 14.859 0.078 12.7 AAA 222 729.813708 161.444957 1.0180 0.3310 1.3490
75.919874 24.976202 16.627 0.120 0.120 8.3 15.472 0.104 0.104 10.3 15.552 0.165 6.2 BAC 222 804.074084 212.045581 1.1550 -0.0800 1.0750
76.224593 24.973221 16.673 0.114 0.115 8.3 16.158 0.216 0.216 5.0 15.62 null null BDU 220 895.217197 140.636547 0.5150 - -
75.865256 24.975302 16.893 0.167 0.168 6.5 16.216 0.197 0.197 5.2 15.917 0.223 4.5 CCD 222 913.529152 221.462802 0.6770 0.2990 0.9760
76.011483 24.973248 15.613 0.080 0.081 21.2 14.875 0.063 0.063 18.6 14.49 0.070 16.6 AAA 222 704.05236 190.449074 0.7380 0.3850 1.1230
75.942862 24.973972 15.123 0.051 0.052 33.4 14.688 0.076 0.076 21.3 14.491 0.064 16.6 AAA 222 774.115929 207.015289 0.4350 0.1970 0.6320
76.011483 24.973248 15.613 0.080 0.081 21.2 14.875 0.063 0.063 18.6 14.49 0.070 16.6 AAA 222 704.05236 190.449074 0.7380 0.3850 1.1230
76.092235 24.973419 16.098 0.088 0.088 13.6 15.507 0.108 0.108 10.4 15.172 0.128 8.9 AAB 222 704.969869 168.890255 0.5910 0.3350 0.9260
76.213292 24.969906 16.698 0.138 0.139 8.1 15.85 0.150 0.150 6.6 15.685 0.184 5.9 BCC 222 881.837069 142.982759 0.8480 0.1650 1.0130
75.878065 24.973419 16.693 0.159 0.160 7.9 15.71 0.153 0.154 8.3 15.704 0.194 5.4 CBC 222 891.699504 219.159083 0.9830 0.0060 0.9890
76.045651 24.973232 16.428 0.188 0.188 10.0 15.241 null null null 14.982 null null CUU 200 692.641588 181.338817 - - -
76.197149 24.977926 14.383 0.038 0.040 68.3 13.594 0.041 0.042 52.6 13.407 0.031 48.3 AAA 222 827.465464 144.696321 0.7890 0.1870 0.9760
76.121774 24.973375 16.208 0.087 0.087 12.7 15.19 0.091 0.091 12.1 14.859 0.078 12.7 AAA 222 729.813708 161.444957 1.0180 0.3310 1.3490
76.224593 24.973221 16.673 0.114 0.115 8.3 16.158 0.216 0.216 5.0 15.62 null null BDU 220 895.217197 140.636547 0.5150 - -
76.011483 24.973248 15.613 0.080 0.081 21.2 14.875 0.063 0.063 18.6 14.49 0.070 16.6 AAA 222 704.05236 190.449074 0.7380 0.3850 1.1230
75.985416 24.976206 16.151 0.080 0.081 12.9 15.643 0.124 0.124 9.2 15.371 0.150 7.4 ABB 222 714.122492 197.332646 0.5080 0.2720 0.7800
75.843604 24.967405 15.42 0.044 0.045 25.4 15.005 0.059 0.060 15.9 14.735 0.082 13.3 AAA 222 982.167337 223.459875 0.4150 0.2700 0.6850
75.989251 24.968327 15.903 0.083 0.084 16.3 15.143 0.080 0.081 14.5 14.915 0.089 11.2 AAA 222 737.761615 195.749203 0.7600 0.2280 0.9880
75.985416 24.976206 16.151 0.080 0.081 12.9 15.643 0.124 0.124 9.2 15.371 0.150 7.4 ABB 222 714.122492 197.332646 0.5080 0.2720 0.7800
75.878065 24.973419 16.693 0.159 0.160 7.9 15.71 0.153 0.154 8.3 15.704 0.194 5.4 CBC 222 891.699504 219.159083 0.9830 0.0060 0.9890
76.006074 24.975439 16.843 0.180 0.181 6.8 16.053 0.167 0.167 6.3 15.783 0.210 5.0 CCC 222 699.743359 191.987648 0.7900 0.2700 1.0600
76.213292 24.969906 16.698 0.138 0.139 8.1 15.85 0.150 0.150 6.6 15.685 0.184 5.9 BCC 222 881.837069 142.982759 0.8480 0.1650 1.0130
75.865256 24.975302 16.893 0.167 0.168 6.5 16.216 0.197 0.197 5.2 15.917 0.223 4.5 CCD 222 913.529152 221.462802 0.6770 0.2990 0.9760
76.083146 24.96944 15.386 0.080 0.081 26.2 14.566 0.083 0.083 24.7 14.527 0.088 16.1 AAA 222 714.030411 171.447937 0.8200 0.0390 0.8590
76.008516 24.974676 14.88 0.055 0.056 41.7 14.185 0.043 0.043 35.1 13.967 0.056 26.9 AAA 222 700.827669 191.30371 0.6950 0.2180 0.9130
76.144003 24.974895 11.804 0.025 0.027 734.2 11.237 0.030 0.031 461.4 11.028 0.017 431.7 AAA 222 750.985911 156.056496 0.5670 0.2090 0.7760
76.135327 24.971081 10.647 0.023 0.026 2131.2 9.78 0.030 0.031 1765.7 9.546 0.017 1690.5 AAA 222 752.722096 158.451004 0.8670 0.2340 1.1010
75.843604 24.967405 15.42 0.044 0.045 25.4 15.005 0.059 0.060 15.9 14.735 0.082 13.3 AAA 222 982.167337 223.459875 0.4150 0.2700 0.6850
76.162996 24.975801 15.403 0.055 0.056 26.7 14.777 0.059 0.059 17.7 14.536 0.077 17.1 AAA 222 775.286641 151.767021 0.6260 0.2410 0.8670
75.888585 24.972099 16.075 0.164 0.165 13.9 15.478 null null null 14.859 null null CUU 200 874.244174 217.215953 - - -
76.167133 24.970448 14.561 0.034 0.036 58.0 13.871 0.041 0.042 40.8 13.643 0.038 38.8 AAA 222 798.65401 151.566278 0.6900 0.2280 0.9180
76.144003 24.974895 11.804 0.025 0.027 734.2 11.237 0.030 0.031 461.4 11.028 0.017 431.7 AAA 222 750.985911 156.056496 0.5670 0.2090 0.7760
75.865256 24.975302 16.893 0.167 0.168 6.5 16.216 0.197 0.197 5.2 15.917 0.223 4.5 CCD 222 913.529152 221.462802 0.6770 0.2990 0.9760
76.008516 24.974676 14.88 0.055 0.056 41.7 14.185 0.043 0.043 35.1 13.967 0.056 26.9 AAA 222 700.827669 191.30371 0.6950 0.2180 0.9130
76.154271 24.973106 15.126 0.040 0.042 34.4 14.541 0.054 0.055 22.0 14.543 0.073 16.9 AAA 222 770.960199 153.973251 0.5850 -0.0020 0.5830
75.905938 24.976238 15.436 0.040 0.041 25.0 14.752 0.072 0.072 20.1 14.593 0.069 15.1 AAA 222 828.956298 214.717376 0.6840 0.1590 0.8430
76.197149 24.977926 14.383 0.038 0.040 68.3 13.594 0.041 0.042 52.6 13.407 0.031 48.3 AAA 222 827.465464 144.696321 0.7890 0.1870 0.9760
75.9511 24.976147 16.088 0.071 0.072 13.7 15.534 0.109 0.109 9.8 15.387 0.136 7.3 ABB 222 755.220421 205.466792 0.5540 0.1470 0.7010
75.985416 24.976206 16.151 0.080 0.081 12.9 15.643 0.124 0.124 9.2 15.371 0.150 7.4 ABB 222 714.122492 197.332646 0.5080 0.2720 0.7800
75.919874 24.976202 16.627 0.120 0.120 8.3 15.472 0.104 0.104 10.3 15.552 0.165 6.2 BAC 222 804.074084 212.045581 1.1550 -0.0800 1.0750
75.865256 24.975302 16.893 0.167 0.168 6.5 16.216 0.197 0.197 5.2 15.917 0.223 4.5 CCD 222 913.529152 221.462802 0.6770 0.2990 0.9760
76.029998 24.972532 16.343 null null null 15.842 0.137 0.137 7.6 15.429 null null UBU 20 698.215429 185.528451 - - -
76.029998 24.972532 16.343 null null null 15.842 0.137 0.137 7.6 15.429 null null UBU 20 698.215429 185.528451 - - -
75.905938 24.976238 15.436 0.040 0.041 25.0 14.752 0.072 0.072 20.1 14.593 0.069 15.1 AAA 222 828.956298 214.717376 0.6840 0.1590 0.8430
76.18023 24.976938 16.537 0.135 0.136 9.4 15.522 0.121 0.121 8.9 15.265 0.132 8.7 BBB 222 799.899252 148.075122 1.0150 0.2570 1.2720
76.234186 24.977188 16.092 0.090 0.091 13.7 15.732 0.163 0.163 7.3 15.273 0.137 8.7 ACB 222 904.599097 138.528625 0.3600 0.4590 0.8190
75.9511 24.976147 16.088 0.071 0.072 13.7 15.534 0.109 0.109 9.8 15.387 0.136 7.3 ABB 222 755.220421 205.466792 0.5540 0.1470 0.7010
75.942862 24.973972 15.123 0.051 0.052 33.4 14.688 0.076 0.076 21.3 14.491 0.064 16.6 AAA 222 774.115929 207.015289 0.4350 0.1970 0.6320
76.025259 24.977205 16.256 0.079 0.080 11.8 15.704 0.110 0.110 8.7 15.36 0.140 7.5 ABB 222 683.16973 186.955299 0.5520 0.3440 0.8960
75.990354 24.980192 13.514 0.026 0.029 146.8 13.055 0.030 0.032 99.3 12.891 0.025 72.5 AAA 222 695.717758 196.417152 0.4590 0.1640 0.6230
75.985416 24.976206 16.151 0.080 0.081 12.9 15.643 0.124 0.124 9.2 15.371 0.150 7.4 ABB 222 714.122492 197.332646 0.5080 0.2720 0.7800
76.025259 24.977205 16.256 0.079 0.080 11.8 15.704 0.110 0.110 8.7 15.36 0.140 7.5 ABB 222 683.16973 186.955299 0.5520 0.3440 0.8960
76.08308 24.9795 16.443 0.110 0.111 9.9 15.61 0.114 0.115 9.4 15.308 0.143 7.8 BBB 222 678.203481 171.011668 0.8330 0.3020 1.1350
76.162996 24.975801 15.403 0.055 0.056 26.7 14.777 0.059 0.059 17.7 14.536 0.077 17.1 AAA 222 775.286641 151.767021 0.6260 0.2410 0.8670
76.217016 24.977724 16.378 0.100 0.100 10.9 15.645 0.133 0.133 8.0 15.26 0.130 8.8 ABB 222 867.058077 141.222761 0.7330 0.3850 1.1180
75.990354 24.980192 13.514 0.026 0.029 146.8 13.055 0.030 0.032 99.3 12.891 0.025 72.5 AAA 222 695.717758 196.417152 0.4590 0.1640 0.6230
76.09355 24.982382 15.209 0.049 0.050 30.8 14.499 0.059 0.060 26.3 14.406 0.063 17.9 AAA 222 674.211869 168.004824 0.7100 0.0930 0.8030
76.008516 24.974676 14.88 0.055 0.056 41.7 14.185 0.043 0.043 35.1 13.967 0.056 26.9 AAA 222 700.827669 191.30371 0.6950 0.2180 0.9130
76.025259 24.977205 16.256 0.079 0.080 11.8 15.704 0.110 0.110 8.7 15.36 0.140 7.5 ABB 222 683.16973 186.955299 0.5520 0.3440 0.8960
76.167133 24.970448 14.561 0.034 0.036 58.0 13.871 0.041 0.042 40.8 13.643 0.038 38.8 AAA 222 798.65401 151.566278 0.6900 0.2280 0.9180
76.242642 24.979095 16.631 0.122 0.123 8.3 16.278 0.251 0.252 4.4 16.306 null null BDU 220 918.041353 136.953124 0.3530 - -
75.961453 24.980112 14.105 0.017 0.021 85.2 13.566 0.029 0.030 59.9 13.39 0.028 45.8 AAA 222 728.231635 203.547978 0.5390 0.1760 0.7150
75.942128 24.979349 13.619 0.021 0.024 133.3 13.155 0.035 0.036 87.5 13.028 0.028 63.9 AAA 222 758.028724 207.840225 0.4640 0.1270 0.5910
75.961453 24.980112 14.105 0.017 0.021 85.2 13.566 0.029 0.030 59.9 13.39 0.028 45.8 AAA 222 728.231635 203.547978 0.5390 0.1760 0.7150
76.08308 24.9795 16.443 0.110 0.111 9.9 15.61 0.114 0.115 9.4 15.308 0.143 7.8 BBB 222 678.203481 171.011668 0.8330 0.3020 1.1350
76.108113 24.979406 13.289 0.026 0.029 187.0 12.772 0.032 0.033 112.2 12.593 0.023 102.2 AAA 222 695.960755 164.358146 0.5170 0.1790 0.6960
75.84468 24.985296 16.484 0.114 0.114 9.5 15.773 0.131 0.131 7.8 15.238 0.135 8.3 BBB 222 933.868239 226.017853 0.7110 0.5350 1.2460
75.972046 24.979979 15.451 0.038 0.040 24.7 14.59 0.041 0.042 24.1 14.202 0.046 21.7 AAA 222 715.590918 200.993888 0.8610 0.3880 1.2490
75.9511 24.976147 16.088 0.071 0.072 13.7 15.534 0.109 0.109 9.8 15.387 0.136 7.3 ABB 222 755.220421 205.466792 0.5540 0.1470 0.7010
75.891934 24.975121 16.4 0.105 0.106 10.3 15.75 0.120 0.121 8.0 15.463 0.161 6.8 ABC 222 858.975416 217.073096 0.6500 0.2870 0.9370
76.025259 24.977205 16.256 0.079 0.080 11.8 15.704 0.110 0.110 8.7 15.36 0.140 7.5 ABB 222 683.16973 186.955299 0.5520 0.3440 0.8960
76.264285 24.981373 16.697 0.140 0.140 7.8 15.455 null null null 15.662 0.184 6.0 BUC 202 961.878222 133.539455 - - 1.0350
75.985416 24.976206 16.151 0.080 0.081 12.9 15.643 0.124 0.124 9.2 15.371 0.150 7.4 ABB 222 714.122492 197.332646 0.5080 0.2720 0.7800
75.878065 24.973419 16.693 0.159 0.160 7.9 15.71 0.153 0.154 8.3 15.704 0.194 5.4 CBC 222 891.699504 219.159083 0.9830 0.0060 0.9890
76.242642 24.979095 16.631 0.122 0.123 8.3 16.278 0.251 0.252 4.4 16.306 null null BDU 220 918.041353 136.953124 0.3530 - -
76.08308 24.9795 16.443 0.110 0.111 9.9 15.61 0.114 0.115 9.4 15.308 0.143 7.8 BBB 222 678.203481 171.011668 0.8330 0.3020 1.1350
75.89053 24.978777 16.632 0.152 0.152 8.3 15.848 0.169 0.169 7.3 15.51 0.157 6.5 BCC 222 851.301328 217.852547 0.7840 0.3380 1.1220
76.254403 24.978952 16.49 0.129 0.130 9.5 15.901 0.171 0.171 6.3 15.949 null null BCU 220 944.981637 135.271267 0.5890 - -
76.070546 24.972115 16.321 0.470 0.470 11.1 13.81 null null null 15.178 0.477 8.8 DUD 202 699.501378 174.663239 - - 1.1430
76.132095 24.979958 15.841 0.060 0.061 17.8 15.016 0.085 0.086 14.2 14.6 0.062 16.1 AAA 222 719.125991 158.299052 0.8250 0.4160 1.2410
75.990354 24.980192 13.514 0.026 0.029 146.8 13.055 0.030 0.032 99.3 12.891 0.025 72.5 AAA 222 695.717758 196.417152 0.4590 0.1640 0.6230
76.135497 24.98106 15.858 0.062 0.063 17.6 15.127 0.089 0.089 12.8 14.778 0.080 13.7 AAA 222 719.634076 157.36096 0.7310 0.3490 1.0800
76.150356 24.979616 16.7 0.127 0.128 8.1 15.909 0.170 0.170 6.2 16.278 0.308 3.4 BCD 222 744.296791 154.066928 0.7910 -0.3690 0.4220
76.042831 24.98222 16.867 0.179 0.180 6.7 15.521 null null null 15.286 0.136 8.0 CUB 202 660.583172 182.202255 - - 1.5810
76.039398 24.984186 17.015 0.174 0.175 5.8 16.073 0.167 0.167 6.2 15.693 0.187 5.5 CCC 222 654.040978 183.20673 0.9420 0.3800 1.3220
75.9511 24.976147 16.088 0.071 0.072 13.7 15.534 0.109 0.109 9.8 15.387 0.136 7.3 ABB 222 755.220421 205.466792 0.5540 0.1470 0.7010
76.031148 24.983208 14.489 0.026 0.029 59.8 13.681 0.033 0.034 55.8 13.447 0.033 43.4 AAA 222 659.599066 185.525119 0.8080 0.2340 1.0420
75.919874 24.976202 16.627 0.120 0.120 8.3 15.472 0.104 0.104 10.3 15.552 0.165 6.2 BAC 222 804.074084 212.045581 1.1550 -0.0800 1.0750
75.911971 24.980156 16.736 0.143 0.143 7.5 16.118 0.179 0.179 5.7 15.649 0.196 5.7 BCC 222 806.199992 214.136498 0.6180 0.4690 1.0870
75.972046 24.979979 15.451 0.038 0.040 24.7 14.59 0.041 0.042 24.1 14.202 0.046 21.7 AAA 222 715.590918 200.993888 0.8610 0.3880 1.2490
75.826066 24.989241 13.992 0.028 0.030 94.5 13.393 0.037 0.038 70.3 13.348 0.034 47.6 AAA 222 969.047641 229.120634 0.5990 0.0450 0.6440
76.070546 24.972115 16.321 0.470 0.470 11.1 13.81 null null null 15.178 0.477 8.8 DUD 202 699.501378 174.663239 - - 1.1430
76.135497 24.98106 15.858 0.062 0.063 17.6 15.127 0.089 0.089 12.8 14.778 0.080 13.7 AAA 222 719.634076 157.36096 0.7310 0.3490 1.0800
76.197149 24.977926 14.383 0.038 0.040 68.3 13.594 0.041 0.042 52.6 13.407 0.031 48.3 AAA 222 827.465464 144.696321 0.7890 0.1870 0.9760
75.919874 24.976202 16.627 0.120 0.120 8.3 15.472 0.104 0.104 10.3 15.552 0.165 6.2 BAC 222 804.074084 212.045581 1.1550 -0.0800 1.0750
76.191343 24.984648 16.752 0.125 0.125 7.7 16.223 0.243 0.243 4.7 15.698 0.197 5.8 BDC 222 796.770322 144.804879 0.5290 0.5250 1.0540
76.12426 24.983006 13.777 0.028 0.030 119.3 13.02 0.035 0.036 89.3 12.847 0.019 80.8 AAA 222 699.766016 159.913018 0.7570 0.1730 0.9300
75.84468 24.985296 16.484 0.114 0.114 9.5 15.773 0.131 0.131 7.8 15.238 0.135 8.3 BBB 222 933.868239 226.017853 0.7110 0.5350 1.2460
76.108113 24.979406 13.289 0.026 0.029 187.0 12.772 0.032 0.033 112.2 12.593 0.023 102.2 AAA 222 695.960755 164.358146 0.5170 0.1790 0.6960
76.260592 24.981394 16.177 0.096 0.097 12.6 15.635 0.151 0.152 8.0 15.342 0.135 8.1 ABB 222 953.139094 134.036014 0.5420 0.2930 0.8350
76.217016 24.977724 16.378 0.100 0.100 10.9 15.645 0.133 0.133 8.0 15.26 0.130 8.8 ABB 222 867.058077 141.222761 0.7330 0.3850 1.1180
76.12426 24.983006 13.777 0.028 0.030 119.3 13.02 0.035 0.036 89.3 12.847 0.019 80.8 AAA 222 699.766016 159.913018 0.7570 0.1730 0.9300
76.132095 24.979958 15.841 0.060 0.061 17.8 15.016 0.085 0.086 14.2 14.6 0.062 16.1 AAA 222 719.125991 158.299052 0.8250 0.4160 1.2410
76.09355 24.982382 15.209 0.049 0.050 30.8 14.499 0.059 0.060 26.3 14.406 0.063 17.9 AAA 222 674.211869 168.004824 0.7100 0.0930 0.8030
75.903703 24.982239 14.405 0.034 0.036 64.6 13.887 0.051 0.052 44.6 13.654 0.043 35.9 AAA 222 815.537816 216.002044 0.5180 0.2330 0.7510
75.942128 24.979349 13.619 0.021 0.024 133.3 13.155 0.035 0.036 87.5 13.028 0.028 63.9 AAA 222 758.028724 207.840225 0.4640 0.1270 0.5910
75.981818 24.981842 16.083 0.081 0.082 13.8 15.17 0.076 0.076 14.2 14.966 0.111 10.7 AAB 222 698.456525 198.747423 0.9130 0.2040 1.1170
76.08308 24.9795 16.443 0.110 0.111 9.9 15.61 0.114 0.115 9.4 15.308 0.143 7.8 BBB 222 678.203481 171.011668 0.8330 0.3020 1.1350
76.269969 24.99437 14.867 0.043 0.045 42.2 14.382 0.063 0.064 25.5 14.201 0.062 23.2 AAA 222 944.171136 130.706574 0.4850 0.1810 0.6660
76.09355 24.982382 15.209 0.049 0.050 30.8 14.499 0.059 0.060 26.3 14.406 0.063 17.9 AAA 222 674.211869 168.004824 0.7100 0.0930 0.8030
76.132095 24.979958 15.841 0.060 0.061 17.8 15.016 0.085 0.086 14.2 14.6 0.062 16.1 AAA 222 719.125991 158.299052 0.8250 0.4160 1.2410
76.260592 24.981394 16.177 0.096 0.097 12.6 15.635 0.151 0.152 8.0 15.342 0.135 8.1 ABB 222 953.139094 134.036014 0.5420 0.2930 0.8350
75.884186 24.982088 15.687 0.069 0.070 19.8 14.849 0.057 0.058 18.4 14.698 0.082 13.7 AAA 222 854.892065 219.43876 0.8380 0.1510 0.9890
76.006074 24.975439 16.843 0.180 0.181 6.8 16.053 0.167 0.167 6.3 15.783 0.210 5.0 CCC 222 699.743359 191.987648 0.7900 0.2700 1.0600
76.097795 24.977636 16.055 0.073 0.074 14.6 15.504 0.108 0.109 9.1 15.156 0.110 9.6 ABB 222 693.872163 167.17859 0.5510 0.3480 0.8990
